iter	acute_sd	adapt_sd	acute_adapt_corr
34	0.006794613849870568	0.009614503523731123	0.685540726528994
35	0.006031504961205271	0.010037577200346731	0.14764360094810958
36	0.008167370712617703	0.008240935910437976	0.760533096168526
37	0.006896897175298934	0.007477619511690035	0.5909417379287897
38	0.005737937592977762	0.007374556777197047	0.7010253759510352
39	0.0067056279583887525	0.006298394423685148	0.7857752661927422
40	0.004681451176700106	0.009013391103323942	-0.038383238289150814
41	0.00626647624581619	0.008395384669495045	0.727459658267136
42	0.004102494523001047	0.006426071351826444	0.6993166388495621
43	0.005763107247589177	0.004763309578015754	0.0023044292685433635
44	0.004340406053988071	0.004942062698703036	0.14556673390013883
45	0.006548439644743699	0.006142225359032115	0.40907576869675716
46	0.0046371739831853175	0.008034042733294096	0.5042025888829359
47	0.006808814988623185	0.006563372030781885	0.46946108222285826
48	0.006913430827587483	0.007937988431546866	0.12261726026208475
49	0.007541041981857572	0.00724426386916852	0.5444795709799267
50	0.008788929886703753	0.007604997783405397	0.7210056252650758
51	0.007931532540872796	0.005496192462069714	0.7307592675358874
52	0.006751166531978591	0.008442706639060505	-0.009797437364585585
53	0.008453152648744454	0.006653172839857508	0.4251296111285325
54	0.006590800011499373	0.005149362087190948	-0.006228960229449802
55	0.004256194826635065	0.0046280695771017686	0.1568752388629108
56	0.007456093902331155	0.006058247801515144	0.14304637303099904
57	0.007666713542404933	0.007357307898170752	0.5940412939524493
58	0.00873188136020157	0.005595440504227377	0.7216847155736823
59	0.005358388759943249	0.009341840059448096	0.5142783709348611
60	0.0051297467423081465	0.003730769709736627	0.25999303157564346
61	0.006198213977546288	0.006447344300050026	0.6029527295638298
62	0.00475638586182242	0.0040860492099465484	0.13197360990575926
63	0.005176191650837741	0.0072272065037027565	0.42489142291542414
64	0.007179875267078011	0.007417790418136043	0.8503420317622365
65	0.004244709267393451	0.006734706366558065	0.30782178809039856
66	0.008317909459531191	0.004859685593053163	0.731516493267287
67	0.0071003708151417926	0.008838765965139632	0.5695766343462211
68	0.004331995802166368	0.005491414512835651	0.4205213275032823
69	0.005928156321313935	0.008323567919387086	0.37589583971303536
70	0.005349613390299114	0.007018540924901195	-0.02613892049573561
71	0.006744578146218585	0.008071572100519491	0.7603322656846491
72	0.005817891668426438	0.007827098686945304	0.5850234493097796
73	0.009550453687681211	0.006831383431729555	0.8013385732596457
74	0.00648403294246652	0.008229233002916734	0.266389447668715
75	0.006861821253887697	0.007824999706489621	0.9340641794065913
76	0.005539007606254785	0.0033348211063247753	0.18916564444027592
77	0.004877498787324334	0.005423540374768222	-0.009666414333396569
78	0.007321327033033865	0.005284948735422692	0.8617414398067952
79	0.00846569523533229	0.006550193150172858	0.6219754265276545
80	0.008429479753468248	0.006976398276878992	0.627481833352246
81	0.007430619393874545	0.005857305519056686	0.8136084568796319
82	0.007650241296143295	0.007488812706790903	0.49603287184308953
83	0.006828905527587379	0.006737889994964696	0.40823958493711177
84	0.0057409810813200835	0.005745179170057274	0.01981160813314564
85	0.004764490268438651	0.0037476581040031816	-0.0646894397010957
86	0.010087816864723754	0.007500427543496612	0.3617309031890302
87	0.007424507675629491	0.005693183985736923	0.6000856769116796
88	0.008028112113557927	0.010251653270535167	0.7166869292561021
89	0.006224848869499589	0.008459792893963456	0.6208213991956659
90	0.004680619310600211	0.005431617797059784	-0.17019136644187047
91	0.010164487260236752	0.008469063498264066	0.7672989662703222
92	0.004316872113576427	0.006566575165707106	0.47249891878095995
93	0.006812774078575046	0.006413495552121562	0.5418969268933032
94	0.00639938468908726	0.0076844165804260765	0.22115677413391147
95	0.008931629875692937	0.009256460811153092	0.4422395576250159
96	0.0072315738186651355	0.009546919580686467	0.4852829036707934
97	0.008634582333591542	0.007086977255856617	0.6192695886282632
98	0.004888608469262034	0.007050231557364689	0.05538502141049527
99	0.005226756092378257	0.006634225926163267	0.1792149186496867
100	0.004993047152005715	0.005416951232184794	0.2862059585125299
101	0.0032656108717324783	0.004451404247478031	0.02733783332796086
102	0.004945402559875777	0.006284560394570197	-0.08665144547073796
103	0.005458960128858908	0.005309399908454922	-0.11343532101243867
104	0.007305860543078214	0.00633540106943466	0.6300129056693146
105	0.005325905848833646	0.009573167616974753	0.731306333181823
106	0.005587507712444181	0.006837461470123016	0.7473748451242735
107	0.004313010635641391	0.00778523456417869	0.4491098711864514
108	0.004921498763961761	0.007049613210004506	0.3644335871392631
109	0.00842804149431774	0.009779952362247124	0.5596448103792933
110	0.006610689450875859	0.005838110680736162	0.5611458902447317
111	0.007863642730015736	0.009718124662399515	0.7203421706120666
112	0.0039045916858409862	0.006255991282133438	0.4118142095060207
113	0.007505962143043689	0.008001328002236477	0.18924854211350556
114	0.0057861674919780035	0.006722703012693685	0.4836790785095587
115	0.005472033582609233	0.0035914086854186	0.587371843366494
116	0.00507906856920167	0.005908356631305356	-0.06822462090761246
117	0.005919789836409096	0.006174101933211381	-0.0345284744934589
118	0.010698308350385922	0.0073200943395722	0.8131563595326821
119	0.009986675986940613	0.006700230673281613	0.3452417951606058
120	0.007268069824577745	0.006255945390799404	0.7044696586621091
121	0.0072655339716149805	0.0079758510006208	0.6513866454920748
122	0.007318907067652641	0.006830708525130731	0.5107538809821536
123	0.005375807194950023	0.0076481256918458146	0.3230542549740255
124	0.006538406414310893	0.005986190889027264	0.4172660264653193
125	0.00618363630589164	0.00746185846588869	0.5454048621294014
126	0.007510817937157268	0.011511623404226668	0.8262281852998035
127	0.007480473993958843	0.010093577850504864	0.7315596520379811
128	0.007345445173086275	0.008638332203782557	0.8166383903456106
129	0.008358375682408381	0.0089302687256131	0.6738864165137933
130	0.007304731064135048	0.009133301580748423	0.5594276240708812
131	0.007483278679000299	0.009425552563105972	0.7390189028421279
132	0.005646117611848479	0.0042998011941071815	0.3499203228254796
133	0.006003018550371084	0.0071435098923352015	0.892336819400082
134	0.003939884580735644	0.0036315895386364832	0.7410089323418377
135	0.006313547917422609	0.00630263362865353	0.14881566329270918
136	0.006592940440565916	0.008628870423526303	0.8415948444959217
137	0.005959751027940609	0.0038980846259674324	-0.1747159420703346
138	0.00501252860698428	0.004667474116672831	0.18792481128120717
139	0.00740343842446495	0.0069985601734186345	0.46838090818882133
140	0.006680541838310543	0.006668626706043507	0.6303456066919276
141	0.0062505930857361044	0.008482413601682158	0.5333370789386639
142	0.009260022232601202	0.006269761646056198	0.6950742708017902
143	0.0036756515741329238	0.007541698674698589	0.48323068730744745
144	0.00452133674595339	0.008106400044110354	-0.03317076965860713
145	0.006740113573892313	0.005485467433445069	0.3726505102819628
146	0.002579074088422933	0.006856941703195305	0.07968149634761405
147	0.005914709766418279	0.010751159095382929	0.5522478959246032
148	0.00692900111088682	0.0070448787491244865	0.7342844109693325
149	0.007171067874999312	0.0064298415840794146	0.3613081422403498
150	0.005760619389059676	0.005513012528122542	0.38407726466778663
151	0.006992460080821222	0.008463099934467538	0.6467244569779772
152	0.005931020152151984	0.00449763780797399	0.5777016047002848
153	0.005976396085049782	0.004832540761123758	-0.09176026407553278
154	0.005299862850444605	0.010103391888972045	0.43346544296036676
155	0.00483546325096031	0.004764186782393416	0.5703294202846698
156	0.006729517245530446	0.006794452603023834	0.5855608443306024
157	0.005866511667091425	0.007461135275967841	0.6512038021864964
158	0.006621478566153264	0.004510680441809014	0.6501852898229236
159	0.010288093677504188	0.008772061335047278	0.8252573610197019
160	0.007106263402854228	0.005903514342670997	0.6730240657519002
161	0.006424373603423308	0.004794622412448866	0.08849638801163956
162	0.005527648861908789	0.004236539765805157	0.6424948302713503
163	0.005036292519383885	0.007237063220701777	0.6894450657067568
164	0.0054012509423685745	0.008765524768319469	0.8382301654863346
165	0.008711084266501709	0.007189368303703808	0.5547118495814706
166	0.005116930817620993	0.0066399446132211935	0.5113458448413152
167	0.008203939609937542	0.007022235528027154	0.6955041787858728
168	0.006909188986477913	0.005456560268310751	0.43971850664451567
169	0.006246057027665474	0.006617900161721216	0.4518617987256133
170	0.006375409158370313	0.006026019073916655	0.7637739203922256
171	0.006038844852834724	0.008849910905899636	0.5733375919639799
172	0.006483930406161801	0.0074527618559113076	0.3663351130020013
173	0.004212310400561356	0.004792355191323167	0.39158634520230173
174	0.00604047884277382	0.0070155856871461685	0.08599616346698417
175	0.00627320631150696	0.009866991679414109	0.8217633295211786
176	0.0060166109620281944	0.010896821557848282	0.7537004042685889
177	0.004923527407289925	0.0033903022065554338	0.7216365131158667
178	0.006195057201897906	0.006410618649027	0.7185193566486625
179	0.008176626623223935	0.007757857058302954	0.8172271666200074
180	0.008194570346419065	0.00830073708267292	0.4498236887189815
181	0.005231834606349986	0.003724458782729984	0.23002039898479795
182	0.010749470545803747	0.008875611568068147	0.7432134353989663
183	0.009297056307071666	0.0077447614307930655	0.5651975123305281
184	0.007934695946276092	0.007764116062050029	0.6589391556721326
185	0.010009696232658922	0.004439712216425298	0.5772332746874925
186	0.008201847678483157	0.0067136587157347475	0.25235393759433045
187	0.006404688590259052	0.004293833217634001	0.4444660847110601
188	0.008561398053296433	0.00635804874628429	0.20460116534987974
189	0.004994042622928369	0.004492508137189658	0.2745020315129702
190	0.006029598433959722	0.010615793117016008	0.7032818798939074
191	0.007130889151882102	0.008304989938457278	0.20427989416781153
192	0.006313039430044547	0.007099023939807588	0.7984196151940638
193	0.006525143216735792	0.00530012478837264	0.38962914655405945
194	0.0054843751638191844	0.0054742511777677375	0.34236862299469406
195	0.005435229403135635	0.006344756339284473	0.09040226092275662
196	0.005127070041775264	0.006428983547247922	0.30686417121210136
197	0.007485158774363663	0.007786581392542117	0.28897098393665543
198	0.006148904587335932	0.006487018184582149	0.5888722270084583
199	0.007016107045467034	0.006903297876835536	0.5459513650036156
200	0.00571936008933975	0.009399631250289078	0.8638768987287823
201	0.006972833195033521	0.006780345813375078	0.1475404264176706
202	0.004929096908130326	0.008138478726233458	0.49865678058025253
203	0.007935781263241324	0.006529833954802657	0.7204697916922731
204	0.009071554345326742	0.005948590603390505	0.4986388678904241
205	0.004387189694767109	0.0049027576906948665	0.7604750291158248
206	0.0030930410509035595	0.005573759873947462	0.47615383326926874
207	0.007931637391808112	0.007040944505100325	0.44495013545003187
208	0.007912040875279308	0.006782706212068229	0.6723848383248314
209	0.006556232359755465	0.006449316383135602	0.6873294727990157
210	0.009618250504956164	0.007937922250928627	0.6004906473620886
211	0.006419659224401308	0.006850823962606176	0.32415289418678106
212	0.00484167390289054	0.005878358882875196	0.7565518478635402
213	0.0038254689044492853	0.008755400458542874	0.4139397051612209
214	0.007517732039536129	0.00971811829200843	0.7018431314368088
215	0.00533689990732227	0.007856165713272318	0.039773149618598735
216	0.00831941966522676	0.006272400285812857	0.48743468374986415
217	0.005279828072944238	0.006578038747534451	0.3754631151015368
218	0.0060107569807101805	0.004114720813489843	0.4903312790611455
219	0.007509864650593372	0.008318852529510371	0.6958507761821577
220	0.007823178695087942	0.007704294586303355	0.5902751258790019
221	0.004762321074189072	0.00676855595616772	0.7205853855847344
222	0.0054667008101820565	0.00483882080958519	0.2348702548462686
223	0.004184617229383259	0.006772124535465452	-0.17719424891196145
224	0.007045829593290404	0.005618887892706017	0.07275509839641371
225	0.0066118318036406795	0.006646238582202162	0.6253913180141248
226	0.005166830153475527	0.007998050240613277	0.7723884619871951
227	0.006255123512605165	0.005810014791876083	0.60502808972659
228	0.005810239106969389	0.009032124958054707	0.19133122888625795
229	0.006036135975861746	0.005258289372572902	0.5014521653494112
230	0.004788459690266727	0.0042359717460677465	-0.23029388897015912
231	0.003862741927134949	0.007714402059101966	0.4905226158669861
232	0.00734180729606741	0.004443429458491134	0.5222842012259774
233	0.0063123634435086695	0.006947493707595301	0.7374582609999986
234	0.007384569604872206	0.00440822534158551	0.8108282680109994
235	0.0052610213233153895	0.004880111858468403	-0.16656520209209555
236	0.005963264828908583	0.00988778917970541	0.4939969473563412
237	0.00822526716014078	0.005655787875961584	0.5999537432245102
238	0.0052047183782008835	0.00824572754412097	0.7473090106972632
239	0.0044263056555159126	0.005099260561600369	0.41295164012487434
240	0.005033678557552406	0.006202608654470312	0.27217370744318775
241	0.006464173463450075	0.005540364950900648	0.6170145058781614
242	0.005452802291636411	0.004674395980368922	0.8308961276154061
243	0.005336159179478532	0.008944274834772933	0.5992138715151369
244	0.00607209598664918	0.00556291246092924	0.5081753688739044
245	0.005439579345436073	0.005316634123848764	0.38539580807130425
246	0.005626138699250576	0.007054605899239672	0.020001219852788018
247	0.0040392121090331076	0.006243772254280368	0.23976501661287397
248	0.0109048062939077	0.010120836947800766	0.6033110971297826
249	0.007399764686500388	0.007150008301230128	0.3253177860007641
250	0.007049399968543404	0.007436195353593611	0.4972553154878157
251	0.006424720797968245	0.0057208707883481535	0.6917716647816502
252	0.006034623723805904	0.009012941067065192	0.7745823645359585
253	0.0061338031055002545	0.0047963815903191665	0.7937516212004968
254	0.007115055401360476	0.006916779395688596	0.12102457350039243
255	0.006192983870902762	0.008851017201109293	0.8633322758895257
256	0.005286683965859256	0.005430160250984093	0.4869532945667674
257	0.00933149551190138	0.007877062642397485	0.6578321761785866
258	0.0037964381799111373	0.005416882433508085	0.11099491183065846
259	0.006567383571152981	0.007265895542871415	0.6128830609565026
260	0.005525662366784899	0.007552215629299927	0.8063930630686565
261	0.00709057431819703	0.007651855114012021	0.4767640291207658
262	0.004839431078522337	0.007424220860183866	0.46347102898267456
263	0.00840903606082992	0.007860023699844254	0.8316641598207658
264	0.004884102207534928	0.004779158068323507	0.24990404022842844
265	0.006717077979244397	0.009968222210406157	0.5433139217673465
266	0.0054423633351568385	0.007825368205840932	0.3366560759732867
267	0.00801304311128242	0.009497741917632349	0.7298437306316821
268	0.007689904245943649	0.00818611856557522	0.3689006017647637
269	0.002710844316681272	0.004442861707930345	-0.17115445665729825
270	0.007214461743123314	0.004860201089138438	-0.15860990283728796
271	0.007481548618274255	0.007101902815690907	0.8742440184735806
272	0.006115343971824765	0.00814593094017691	0.27707541898851096
273	0.008006506658163229	0.010282846011137827	0.4225697131855708
274	0.006807723920568173	0.004353338925522651	0.20410305835705064
275	0.006541301889139835	0.0062953561739091364	0.3648775187405434
276	0.006925344979442175	0.004041051526787402	0.6294818874099264
277	0.007387821413710086	0.007374033632535473	0.7151633490496118
278	0.00654235130936309	0.005553046306128546	0.5414897611296584
279	0.006428025506599737	0.005349032838322311	0.5667420697846686
280	0.005285685723399247	0.008369457751328736	0.5418167994015747
281	0.006098982639835861	0.008596418572710844	0.3476254670493365
282	0.004309006231417631	0.003920148295191325	0.5900382325327945
283	0.005826644320459767	0.008728140838863021	0.4284553968976699
284	0.005837683091132797	0.007787630135608854	0.8121126551041516
285	0.0067648446573940705	0.008205969268998942	0.19902922898624362
286	0.006366373672225046	0.0073606234356035525	0.7041204768565579
287	0.0077380231813906596	0.004844673751982831	0.09765505282271429
288	0.00572373622105834	0.005719589110855737	0.023796420896682945
289	0.00547437590640687	0.006475978343749551	0.3681323047872198
290	0.006032026493149015	0.008625489458912828	0.6697363124884163
291	0.006229194409194119	0.008749771364241142	0.504550050144706
292	0.004891399554161641	0.006218943958226393	0.32508939421524
293	0.007689774343917829	0.00871826344357067	0.73598177090069
294	0.00491397688631282	0.004150893692651586	0.10786912909663661
295	0.006096723934796063	0.007291999725365862	-0.2773986263662374
296	0.005646401252808488	0.006841147263884378	0.2614509176113216
297	0.005415571324700565	0.004958025527404447	0.5158550623659023
298	0.007039111306256643	0.005627852607374164	0.37625462790193687
299	0.004790807989254131	0.005826359540309293	0.7675922604926895
300	0.008445643071584978	0.007837722114137595	0.6510927464542741
301	0.007286599624051023	0.008384622888385268	0.6641983943292477
302	0.0048040132267564125	0.005056245290719161	0.39799666127077415
303	0.00523911349473322	0.006234167542199738	0.5011280361050651
304	0.0063158011802458775	0.006756495538012895	-0.2290127245601778
305	0.0074173667853847085	0.007982008902598994	0.5857726141788512
306	0.01191723061030556	0.007949569291083345	0.846101618703679
307	0.0077089427636795925	0.003946344792969586	0.17040915187774844
308	0.00723802179134878	0.004993516110688839	0.0845456871128255
309	0.005475826780039474	0.007865440916838355	-0.08152324744971244
310	0.004707564647189684	0.006711199262505608	0.3266140496827925
311	0.007196552745912797	0.00779148157877962	0.24948079035748702
312	0.0060532022500068795	0.008353100480157128	0.47541878175450386
313	0.004466405087852255	0.0075437609853917795	0.4170582676547408
314	0.005498539704598603	0.007857658311091689	0.5064742113455222
315	0.008004744381576027	0.006404169886432749	0.37184692691173243
316	0.005235478426216662	0.008144524150037897	0.5420916682259735
317	0.006463378492950635	0.005451214589693934	0.6606669612508215
318	0.005729606971744646	0.0066252859138389375	0.5150735888445029
319	0.0053903322004527935	0.00906061128472379	0.5510067488002782
320	0.00479827764553639	0.0055668508531853955	0.5909645443287499
321	0.007099342584230413	0.006352254651404009	0.6759862213241801
322	0.006933513114129213	0.005335527970347369	0.49901441941004293
323	0.006571501908248453	0.00662998282603183	0.6216911471341411
324	0.008091036960438315	0.0065271132667085695	0.7599418490804526
325	0.007715912531650302	0.006236130523949449	0.6989368079730518
326	0.005505065548975474	0.009165391963067336	0.835099290817716
327	0.005655817681947399	0.0058191875078361	0.4767242688999391
328	0.006191080470532758	0.0048923403234343524	0.5482400280237043
329	0.006840802425484836	0.00844762079989969	0.014037231139334718
330	0.00578487226025326	0.0067586998334909	0.7855560007010661
331	0.007347075769737574	0.01023422989106956	0.9146230676112364
332	0.004967800121385293	0.008754817268651998	-0.15981213573543124
333	0.009283257261914956	0.006440860595795723	0.26380807712428517
334	0.006685042811325628	0.00913775231521798	0.6191508008554181
335	0.007461493311873355	0.006245157029904786	0.051898493659969146
336	0.008580375496490673	0.007209103126692826	0.48987687355806986
337	0.00667522115192175	0.008171837218878845	0.5398872273752802
338	0.004720116684228464	0.006092431884542082	0.37822152483287497
339	0.006801628713274586	0.00926479396841871	0.6577077998980032
340	0.004983779421233943	0.006429164405087484	0.003583901230339857
341	0.007842243153849971	0.005452447068365755	0.6964142228411159
342	0.00633945545403786	0.0047978787781549626	-0.33012547792199476
343	0.0048315396771355665	0.006815402915029965	0.4975529502429502
344	0.0055795316692791455	0.008485054649649581	0.0932553486102101
345	0.00657975734895301	0.00676373246663879	0.29912856230464435
346	0.012627541608767216	0.007973512010918853	0.8212178288096105
347	0.005491897576857057	0.009096757965458361	0.741396631491275
348	0.006532637011659424	0.004740095846074219	0.49767758603618334
349	0.0036735725993968624	0.004557310504499226	0.25224373367521447
350	0.005822051194251785	0.008182701239322097	0.22159942353062748
351	0.00483202949338225	0.003787382571537278	0.02064288936016774
352	0.0042211433244164695	0.005618114918310349	0.18996221913070047
353	0.006917418567391867	0.00658774783799336	0.6990829769304457
354	0.006958304353810468	0.006432158761678556	0.22781665052715772
355	0.004723046655792271	0.006557563987256998	0.7632769757422263
356	0.006429003540517522	0.009622253809367931	0.5371303145262835
357	0.006821953453254757	0.00615902786727479	0.4977380002281543
358	0.005829337173483879	0.007627224680430355	0.29685125134505436
359	0.006571129688296586	0.008244303712537137	0.33988016513359043
360	0.006561686749777297	0.007141276388046489	0.4328051868219705
361	0.006739890311770896	0.006619084250989468	0.18962291535587764
362	0.003916538287254927	0.005142758625382344	-0.002708224840827016
363	0.005236103599109494	0.004746721625092181	0.15671297654011232
364	0.005830907661684834	0.006825161060790472	0.8558000938020873
365	0.004993909672239481	0.007549210952694731	0.23441740196975427
366	0.004353450791166243	0.006570655528848436	0.14563948895152165
367	0.008555179601084014	0.010752859041100463	0.5558373152993152
368	0.006009145237373659	0.002905981461944124	0.5557349100123745
369	0.006219969530085999	0.005637506996101217	0.6102723718392745
370	0.007919076615243869	0.008202870357590862	0.6081995259305765
371	0.005046517551219357	0.006267355504308853	0.22313165654576178
372	0.005857283726438633	0.005495715644722911	0.7563339086552211
373	0.004925908411458449	0.007270546401098574	0.33421777839011546
374	0.0048392240617272445	0.005292459896954985	0.34651788275814516
375	0.006749588360836567	0.007594802331957478	0.6503212577303328
376	0.007225992331913944	0.0041838236139921355	0.6125574957892119
377	0.005151593614841563	0.007815810750229631	0.7196797276679135
378	0.007219694984010575	0.007175590951510532	0.3176851657186856
379	0.00490777148875841	0.003699157272108396	0.42243997562616975
380	0.0067353580905220815	0.006351140066559411	0.7642250316446046
381	0.006754141898355989	0.006914363543235701	0.5023447476028695
382	0.007802645383693036	0.005046864264456096	0.34901665965967393
383	0.0036213086376619685	0.006123763857299611	0.22686753374265123
384	0.007018471881669396	0.007648267274087526	0.6706298225471178
385	0.005799884544993753	0.005460281986788102	0.5383199477332855
386	0.005294598896642016	0.009944530976650302	0.34096436286572745
387	0.007378530209761804	0.006765183456798198	0.5539508548949824
388	0.006568994437945013	0.009718233030719343	0.42691532318092995
389	0.008626711308965633	0.00514909442503043	0.5503850522946149
390	0.007628847394203735	0.0071123157217259534	0.3873710357321153
391	0.005297748593168396	0.004237627099359909	0.13082179293996876
392	0.0065226522490385115	0.006999709075910292	0.3742769706679997
393	0.006014926944668678	0.008677381515139379	0.5409346527973237
394	0.008692241967888044	0.006353508612250741	0.46284028701684454
395	0.00627268631742183	0.007969506349629866	0.647656255028902
396	0.009358925393078523	0.006345117102100569	0.6896671017696978
397	0.008828910127206047	0.006357916240898488	0.5185920806126258
398	0.005249799062099533	0.006963964621027117	0.6496367682287014
399	0.005507102620600255	0.0066290437910304315	-0.047274517419120976
400	0.006652271031792649	0.007075520660644209	0.45306792503426546
401	0.007994589901470187	0.0058097972774836994	0.7900539268460891
402	0.005389832873589203	0.00785025565419182	0.7631057405301492
403	0.0059406767524950955	0.0063564281531217235	0.001304069598991984
404	0.007230061798877012	0.005470930589259144	0.30281637492248226
405	0.006938583968459523	0.006694202988649797	0.41242881937774967
406	0.008324182152404505	0.010394742277242443	0.6007298533708034
407	0.005644594015828738	0.006924183820368651	0.7534096522431636
408	0.004516110128550397	0.00828836047253368	0.5879821769248664
409	0.004853557241466181	0.005829163039945564	0.3945368555222356
410	0.005893705901559786	0.010273233255184989	0.8832950409904679
411	0.0034655353003262804	0.007317480708670953	0.15737287996593793
412	0.006798064989306611	0.005836518187214691	0.6193570724804163
413	0.005979143248980485	0.008825153082311427	0.4777718520415638
414	0.006395195721377887	0.007429669352706635	0.4787392391152766
415	0.009012286847279916	0.005568655903557061	0.6562290140315195
416	0.007355175196435734	0.009348113928715514	0.7026282997510064
417	0.005379829941708072	0.004521044719773038	0.46454972344841083
418	0.005965994415192507	0.008870985508312043	0.7571889200196597
419	0.0064839713465419556	0.007630857872974935	0.5644596223394233
420	0.004565904836187429	0.008184511007366262	0.3233872346559476
421	0.0073064230908781	0.00936866073946352	0.6406399535450186
422	0.0024709265781034714	0.008766086291718819	0.619556232864992
423	0.00669943752087383	0.0071972983438497035	0.48742679009774975
424	0.004411025602523862	0.003993338309157195	0.4746257535463672
425	0.008748262768142941	0.006453229174626511	0.5303404318517811
426	0.007717268229403587	0.009797536056955929	0.8518948465126075
427	0.007323991692148174	0.007176850271078364	0.32065398264456263
428	0.006381567171985614	0.0066201898095044	0.5444992113202127
429	0.004700146190120658	0.00909682363284846	0.8364683718478979
430	0.005256270988342424	0.0052286506581537395	0.3672194627820341
431	0.0068715276022403345	0.00889321808682196	0.8488296996078007
432	0.006247803595390742	0.008032961220510768	0.5626063758825184
433	0.008293057965222525	0.006142861926966805	0.5344203244647602
434	0.00660743031708591	0.008546368404267467	0.22574304375796161
435	0.006851992528839678	0.006285444751182405	0.4665739070253023
436	0.00397215145183528	0.00671617574505622	0.5814556977140507
437	0.005600897708199104	0.005873847660672614	0.7196462793629358
438	0.0077588597891037475	0.00829119913980641	0.31980485317991997
439	0.003927468057215121	0.007173466746409929	0.5513658711937053
440	0.007688290027917955	0.0076004951757542676	0.14339380831418577
441	0.007067921488700674	0.009920873142937957	0.5904391913003822
442	0.004686789018909093	0.006752362043050107	-0.12891730187815856
443	0.0047605080348745825	0.00800051109507911	0.03987040214611417
444	0.006461103896567666	0.005911067282390565	-0.3494933370880465
445	0.005709056201922874	0.004267026504947075	0.6139723487923467
446	0.006175339626101821	0.0036722305696469653	0.5760478442243386
447	0.0072159552130724785	0.007495693175946795	0.8165829608168992
448	0.007010251409814494	0.006708175720745067	0.42981118994809997
449	0.004979803124716182	0.00586162396991976	0.4877329273220622
450	0.0066597295787109365	0.005826932371327716	0.4321545589541254
451	0.005458472590976202	0.005581004369196265	0.7714970325704019
452	0.006629498815022792	0.006730938557387012	0.6807559145039244
453	0.008043340867645207	0.007852218702609033	0.6277821261918641
454	0.0048682206056306744	0.006449015000975638	0.42766117982477764
455	0.005852804576233707	0.007529193971601992	0.5524236179824822
456	0.006913204738861767	0.007861248760115161	0.767161798205581
457	0.008921188787650783	0.008192637423370303	0.8953665449703364
458	0.007145720587540159	0.0044986090110664	0.6483279876371404
459	0.0059479930767658675	0.005941476461588654	0.37879207374003665
460	0.006275119340842633	0.004577321083582613	0.3662641862416075
461	0.007662183256203117	0.004959424136686619	0.3412656992766579
462	0.0058435118946366564	0.008886745150264278	0.6141723068165189
463	0.007169962410095288	0.006138138307542845	0.5943997844339378
464	0.0035697130963339044	0.006908824202586457	0.14528685349381823
465	0.006702270986406597	0.006945806344843553	0.4684128113650992
466	0.006180461460959256	0.005071790853891268	0.4404476717385411
467	0.00446614832606426	0.004376447464375146	0.7331193758167779
468	0.006354948303178562	0.01125589494915457	0.24159654934738808
469	0.006360109556466386	0.005765624515463901	-0.0172069602985718
470	0.006076009551005931	0.006116167871979207	0.8067825668684602
471	0.0075999835067097855	0.008160633734529514	0.5925744426603125
472	0.007959132451429953	0.009487548964807312	0.732492942464932
473	0.005928273229838911	0.006829613998129882	0.16063213613087157
474	0.006770996244111044	0.00454359325978192	0.38475302375549725
475	0.003730677203293333	0.004657012915032507	-0.4115941822745233
476	0.005508328560100886	0.009010072012886115	0.7032163248166808
