perm	module	n	mean_diff	p_value	bh_q
3	16	10	-0.19113149016203707	0.4052876962862064	0.9392327883316121
3	17	10	0.012712121212121211	0.8925029329370027	0.9570915911250569
3	18	10	-0.05617301886792451	0.5451191429933626	0.9392327883316121
3	19	10	-0.07531642857142858	0.4890044938897611	0.9392327883316121
3	20	10	-0.011048983050847455	0.9068388077379994	0.9570915911250569
4	1	10	0.1398445614035088	0.3227060226306486	0.9883881428903063
4	2	10	-0.03368476190476189	0.8194602983166277	0.9883881428903063
4	3	10	0.057112285353535366	0.5722917784060431	0.9883881428903063
4	4	10	0.017393809523809516	0.8688373167390191	0.9883881428903063
4	5	10	0.04131857142857143	0.7601040033536235	0.9883881428903063
4	6	10	-0.01194975609756096	0.9131181294217721	0.9883881428903063
4	7	10	-0.016996304347826084	0.8795563439544434	0.9883881428903063
4	8	10	0.01474268900343641	0.8828171522447392	0.9883881428903063
4	9	10	-0.04212044326241136	0.7100690009162345	0.9883881428903063
4	10	10	0.0072271428571428695	0.953186822215917	0.9883881428903063
4	11	10	0.006522962962962975	0.9504633726538274	0.9883881428903063
4	12	10	0.06868017045454547	0.5746463127737806	0.9883881428903063
4	13	10	0.07687740740740738	0.4366642362805939	0.9883881428903063
4	14	10	0.03711289855072464	0.6386668778396918	0.9883881428903063
4	15	10	-0.0015439473684210503	0.9882455782686084	0.9883881428903063
4	16	10	0.007367938144329877	0.9330308194876336	0.9883881428903063
4	17	10	0.0022511151079136565	0.9883881428903063	0.9883881428903063
4	18	10	0.048397270036429865	0.8177350692966374	0.9883881428903063
4	19	10	0.033106845238095255	0.7415827176485212	0.9883881428903063
4	20	10	0.008331309523809519	0.9278516406791755	0.9883881428903063
5	1	10	0.00907889423076923	0.8835887256188351	0.9589182777817982
5	2	10	0.003688956521739134	0.9589182777817982	0.9589182777817982
5	3	10	0.030069130434782588	0.7666229582951927	0.9589182777817982
5	4	10	-0.024257462686567158	0.7812655052338742	0.9589182777817982
5	5	10	-0.054634000000000016	0.7140824616110428	0.9589182777817982
5	6	10	0.03981618589743589	0.6417332775397662	0.9589182777817982
5	7	10	0.060235185185185204	0.6421200553440463	0.9589182777817982
5	8	10	-0.03826925925925926	0.8349818425887441	0.9589182777817982
5	9	10	0.01603782608695652	0.9082453275385605	0.9589182777817982
5	10	10	-0.006364807692307711	0.947594066143274	0.9589182777817982
5	11	10	0.03265333333333335	0.7518084088528529	0.9589182777817982
5	12	10	0.04551660714285714	0.6818485215701662	0.9589182777817982
5	13	10	0.03572063829787235	0.6397115247375571	0.9589182777817982
5	14	10	0.017590211640211635	0.8624565858083586	0.9589182777817982
5	15	10	0.06929181818181819	0.5246404148312744	0.9589182777817982
5	16	10	0.054713143274853805	0.6119694264064242	0.9589182777817982
5	17	10	-0.06979328571428572	0.6259759677434129	0.9589182777817982
5	18	10	0.04949247659176028	0.5978211309393682	0.9589182777817982
5	19	10	0.11340990990990991	0.3972345838751883	0.9589182777817982
5	20	10	0.12759032157676353	0.5264146707314477	0.9589182777817982
6	1	10	0.043802042553191485	0.485597134499995	0.9238134044386511
6	2	10	0.05755896825396826	0.4308475226911588	0.9238134044386511
6	3	10	0.00799753424657535	0.9228068979213917	0.9713756820225177
6	4	10	-0.0020356603773584946	0.9830159690766278	0.9830159690766278
6	5	10	0.06191788530465947	0.5597512982856299	0.9238134044386511
6	6	10	0.12220104775828462	0.30044121852140204	0.9238134044386511
6	7	10	0.10373722222222223	0.41103913352287025	0.9238134044386511
6	8	10	0.04548094339622645	0.715367895261545	0.9622968746254357
6	9	10	0.04573128571428571	0.7264540060248619	0.9622968746254357
6	10	10	0.01754888888888888	0.8612973627858307	0.9622968746254357
6	11	10	0.18731376404494385	0.34541747173912496	0.9238134044386511
6	12	10	0.021203076923076918	0.8280181002036759	0.9622968746254357
6	13	10	-0.06363301282051284	0.6004787128851232	0.9238134044386511
6	14	10	0.0717148901098901	0.4644106686296854	0.9238134044386511
6	15	10	0.23499309814169567	0.3099503629482476	0.9238134044386511
6	16	10	0.07061390243902439	0.45587520948136806	0.9238134044386511
6	17	10	0.10161120370370376	0.48956629456718725	0.9238134044386511
6	18	10	0.015003698630136984	0.866067187162892	0.9622968746254357
6	19	10	0.0935827380952381	0.3960797417680122	0.9238134044386511
6	20	10	0.05675881355932204	0.5857273142504562	0.9238134044386511
7	1	10	0.00641215384615384	0.9401771960323866	0.9401771960323867
7	2	10	-0.0660165785907859	0.6524471731184076	0.8986327167315581
7	3	10	-0.022109999999999998	0.8537010808949801	0.8986327167315581
7	4	10	-0.07316697674418604	0.4873047483039128	0.8986327167315581
7	5	10	-0.020566965811965814	0.8501003655005996	0.8986327167315581
7	6	10	-0.033105797101449265	0.7894883321156307	0.8986327167315581
7	7	10	-0.14696358796296294	0.33314041401068883	0.8986327167315581
7	8	10	-0.061692285714285734	0.5988941685460458	0.8986327167315581
7	9	10	-0.01963938524590164	0.795825533284803	0.8986327167315581
7	10	10	-0.13438081586303285	0.49705462522583943	0.8986327167315581
7	11	10	-0.022035443037974684	0.732217163076526	0.8986327167315581
7	12	10	-0.10212604060913706	0.4323936503087005	0.8986327167315581
7	13	10	-0.0319825	0.7707075870897784	0.8986327167315581
7	14	10	-0.053101884615384606	0.6311688974982936	0.8986327167315581
7	15	10	-0.07965562500000001	0.5262774604705598	0.8986327167315581
7	16	10	-0.04556	0.6662832285724809	0.8986327167315581
7	17	10	-0.03884999999999999	0.6231474648593989	0.8986327167315581
7	18	10	-0.05083666666666664	0.6261003442448776	0.8986327167315581
7	19	10	0.02999244444444446	0.7730694710668282	0.8986327167315581
7	20	10	-0.09293045801526718	0.48799337120386066	0.8986327167315581
8	1	10	0.009844864864864855	0.9351463474008745	0.9805452146781126
8	2	10	0.003099999999999989	0.9805452146781126	0.9805452146781126
8	3	10	-0.06345500000000004	0.7121149153398423	0.9805452146781126
8	4	10	-0.04643823232323233	0.6990633898147411	0.9805452146781126
8	5	10	-0.012917611111111121	0.890298935498018	0.9805452146781126
8	6	10	0.01611630136986301	0.8069681314988955	0.9805452146781126
8	7	10	0.06434180338541665	0.6427390094624577	0.9805452146781126
8	8	10	-0.0946148552631579	0.43672940909443936	0.9805452146781126
8	9	10	-0.08544896556256572	0.6530827066315896	0.9805452146781126
8	10	10	-0.022279107142857146	0.840962581829815	0.9805452146781126
8	11	10	-0.07981811594202899	0.4088562973898391	0.9805452146781126
8	12	10	-0.03882472222222222	0.6911292241519567	0.9805452146781126
8	13	10	0.07149024691358026	0.5292692680250677	0.9805452146781126
8	14	10	-0.034839491525423746	0.745390585627109	0.9805452146781126
8	15	10	-0.03489	0.768301351501979	0.9805452146781126
8	16	10	-0.011409032258064533	0.9083569694300597	0.9805452146781126
8	17	10	-0.030925476190476205	0.7904401833758232	0.9805452146781126
8	18	10	-0.07560683333333332	0.5146877799268381	0.9805452146781126
8	19	10	-0.061680000000000026	0.5796735330982186	0.9805452146781126
8	20	10	0.011139361702127648	0.8715467154863785	0.9805452146781126
9	1	10	0.0275493220338983	0.7544955636104311	0.9874316642827672
9	2	10	-0.057410999999999976	0.6381306752767908	0.9874316642827672
9	3	10	0.03355307692307694	0.7511833951934557	0.9874316642827672
9	4	10	-0.06135842857142857	0.5948878000634703	0.9874316642827672
9	5	10	-0.009708934169278972	0.9415274829148799	0.9874316642827672
9	6	10	0.00522098824786324	0.9616683097291656	0.9874316642827672
9	7	10	0.026484324324324328	0.8147470419216669	0.9874316642827672
9	8	10	-0.016527142857142862	0.8789154554111895	0.9874316642827672
9	9	10	-0.027704318181818184	0.802112563023319	0.9874316642827672
9	10	10	0.016759583333333345	0.8603411907613046	0.9874316642827672
9	11	10	-0.014214485815602838	0.8683322522930668	0.9874316642827672
9	12	10	0.002126097560975637	0.9874316642827672	0.9874316642827672
9	13	10	0.02575646825396824	0.7772321685766292	0.9874316642827672
9	14	10	0.14687665242165243	0.25529722065414595	0.9874316642827672
9	15	10	-0.00868879111842108	0.9730120148118317	0.9874316642827672
9	16	10	-0.08662400000000002	0.5380351454586405	0.9874316642827672
9	17	10	-0.02914953488372094	0.7825987201306717	0.9874316642827672
9	18	10	0.0330708474576271	0.7132830237004444	0.9874316642827672
9	19	10	0.007092944162436559	0.9176238525309759	0.9874316642827672
9	20	10	-0.006658472222222228	0.9149243863394363	0.9874316642827672
10	1	10	0.07440365853658533	0.40544772915614646	0.810895458312293
10	2	10	0.07832515873015873	0.22081325388716455	0.810895458312293
10	3	10	0.036206153846153846	0.7491484826712398	0.9245961063888973
10	4	10	0.02027583333333333	0.8545280902888732	0.9245961063888973
10	5	10	0.010879512195121958	0.9245961063888974	0.9245961063888973
10	6	10	0.06491984848484848	0.3940366345810018	0.810895458312293
10	7	10	-0.011723095238095227	0.9024740360704588	0.9245961063888973
10	8	10	0.02765192771084337	0.7249564697406563	0.9245961063888973
10	9	10	0.05442166666666667	0.6437271869775674	0.9245961063888973
10	10	10	0.08664805059523811	0.391748134049684	0.810895458312293
10	11	10	0.16296860339506175	0.3720653189041885	0.810895458312293
10	12	10	-0.021725357142857116	0.8150401113124155	0.9245961063888973
10	13	10	0.02778339622641506	0.8024399295153088	0.9245961063888973
10	14	10	0.07152051724137931	0.38948600611618733	0.810895458312293
10	15	10	0.13167858695652174	0.3497203270990479	0.810895458312293
10	16	10	0.09127793103448276	0.14141797063850303	0.810895458312293
10	17	10	0.2502737556818182	0.24064054009926616	0.810895458312293
10	18	10	0.05657776119402985	0.586647386028808	0.9245961063888973
10	19	10	0.1440881967213115	0.25786287092468374	0.810895458312293
10	20	10	0.04098800847457627	0.6735902806541203	0.9245961063888973
11	1	10	0.058543939393939384	0.6215823057528405	0.9844350158801951
11	2	10	0.06676724137931037	0.5185931012183262	0.9844350158801951
11	3	10	-0.04858675	0.7206694280764847	0.9844350158801951
11	4	10	0.028653939393939398	0.7648733843582491	0.9844350158801951
11	5	10	0.07509901960784313	0.619301603007723	0.9844350158801951
11	6	10	0.0038830526315789538	0.9544495381552351	0.9844350158801951
11	7	10	0.06749166666666669	0.4763039561098932	0.9844350158801951
11	8	10	-0.011542626262626273	0.8862169282320516	0.9844350158801951
11	9	10	-0.018846969696969685	0.787719840412048	0.9844350158801951
11	10	10	-0.0016952502429543215	0.9844350158801951	0.9844350158801951
11	11	10	-0.06313060606060605	0.646943397306502	0.9844350158801951
11	12	10	-0.005138888888888864	0.9613144071032009	0.9844350158801951
11	13	10	-0.03777241379310347	0.5451938042309878	0.9844350158801951
11	14	10	0.08311026506024095	0.6573781843077358	0.9844350158801951
11	15	10	0.005585134408602151	0.9677786460597684	0.9844350158801951
11	16	10	0.12766427918424753	0.5456705954005476	0.9844350158801951
11	17	10	-0.008235666666666674	0.9170133722461498	0.9844350158801951
11	18	10	0.04741447072072076	0.680602342010622	0.9844350158801951
11	19	10	-0.007221714285714281	0.9577710333762439	0.9844350158801951
11	20	10	0.01667925000000001	0.838902489772408	0.9844350158801951
12	1	10	-0.059685000000000044	0.7081561590779237	0.9392327883316121
12	2	10	-0.04743049180327868	0.6640812854449485	0.9392327883316121
12	3	10	0.03720443750000001	0.7412088065103739	0.9392327883316121
12	4	10	0.005007555555555543	0.9611710645517291	0.9611710645517292
12	5	10	0.0684814166666667	0.6126112035245344	0.9392327883316121
12	6	10	-0.01256480769230769	0.9092370115688042	0.9570915911250569
12	7	10	0.03447464285714286	0.7513862306652896	0.9392327883316121
12	8	10	0.07768878048780488	0.3264526979357476	0.9392327883316121
12	9	10	0.12249842182890855	0.5113622585068924	0.9392327883316121
12	10	10	-0.1178856695156695	0.37963601780977396	0.9392327883316121
12	11	10	-0.02737254901960784	0.7323340324602796	0.9392327883316121
12	12	10	-0.05240296296296297	0.6737311242317601	0.9392327883316121
12	13	10	-0.06678975768321513	0.5212197901820013	0.9392327883316121
12	14	10	0.0230804761904762	0.6860673326613735	0.9392327883316121
12	15	10	-0.04280452333333333	0.6890686860963222	0.9392327883316121
12	16	10	-0.19113149016203707	0.4052876962862064	0.9392327883316121
12	17	10	0.012712121212121211	0.8925029329370027	0.9570915911250569
12	18	10	-0.05617301886792451	0.5451191429933626	0.9392327883316121
12	19	10	-0.07531642857142858	0.4890044938897611	0.9392327883316121
12	20	10	-0.011048983050847455	0.9068388077379994	0.9570915911250569
13	1	10	-0.017645131578947367	0.7966323448697061	0.9865070938913977
13	2	10	-0.006137205882352947	0.9540507842716899	0.9865070938913977
13	3	10	0.03686108660130718	0.8486312886181622	0.9865070938913977
13	4	10	0.03140400000000002	0.7570699261116285	0.9865070938913977
13	5	10	-0.05271380952380953	0.5100647786797889	0.9865070938913977
13	6	10	-0.16149276567278292	0.45829151789271894	0.9865070938913977
13	7	10	0.014843606557377046	0.8681658068077411	0.9865070938913977
13	8	10	-0.023774430379746837	0.731662892197146	0.9865070938913977
13	9	10	-0.03057619005847954	0.6180854469149697	0.9865070938913977
13	10	10	0.006928958333333316	0.940927654341611	0.9865070938913977
13	11	10	-0.04471271857923499	0.6622421354470451	0.9865070938913977
13	12	10	-0.13401329032258064	0.4082065711361027	0.9865070938913977
13	13	10	-0.11683913978494624	0.34962710991735824	0.9865070938913977
13	14	10	-0.07608780487804875	0.595429829696005	0.9865070938913977
13	15	10	0.0015288888888888852	0.9865070938913978	0.9865070938913977
13	16	10	-0.03427160714285714	0.7017578095484525	0.9865070938913977
13	17	10	-0.05210301075268818	0.5838128312379163	0.9865070938913977
13	18	10	-0.0025334848484848405	0.9786701070301063	0.9865070938913977
13	19	10	-0.04165787878787877	0.7361639686309562	0.9865070938913977
13	20	10	-0.0316667469879518	0.7489489510791252	0.9865070938913977
14	1	10	0.06626428571428566	0.6253352970647987	0.9895439117210547
14	2	10	-0.012252068965517216	0.9105221971571824	0.9895439117210547
14	3	10	-0.004754411764705871	0.9618101230189748	0.9895439117210547
14	4	10	0.019365609756097572	0.8507120872131346	0.9895439117210547
14	5	10	0.03381967741935486	0.761362142001899	0.9895439117210547
14	6	10	-0.02341158227848101	0.6912165532976644	0.9895439117210547
14	7	10	0.028412978723404248	0.756418989499662	0.9895439117210547
14	8	10	-0.02937358490566037	0.7538809120333791	0.9895439117210547
14	9	10	-0.05889945601851852	0.5368741917348723	0.9895439117210547
14	10	10	0.014899187817258885	0.9120192562077025	0.9895439117210547
14	11	10	-0.05358340589887639	0.816157679072322	0.9895439117210547
14	12	10	-0.0016995945945945945	0.9895439117210547	0.9895439117210547
14	13	10	-0.0695346052631579	0.5662597084799805	0.9895439117210547
14	14	10	-0.05065619175627241	0.7504283143084243	0.9895439117210547
14	15	10	-0.010937629629629627	0.8664152888755821	0.9895439117210547
14	16	10	-0.03121862745098039	0.8485459251787391	0.9895439117210547
14	17	10	-0.03510608695652174	0.6722630183508991	0.9895439117210547
14	18	10	-0.06909384615384617	0.5708684033703713	0.9895439117210547
14	19	10	-0.04648117647058823	0.6579993111533069	0.9895439117210547
14	20	10	-0.05370714285714291	0.6639696684799037	0.9895439117210547
15	1	10	0.04848914285714286	0.6710730975917567	0.9912185890564971
15	2	10	0.03185555555555558	0.7830213123426824	0.9912185890564971
15	3	10	0.0951576455026455	0.32264709096274924	0.9912185890564971
15	4	10	0.12841785211267606	0.283975340847092	0.9912185890564971
15	5	10	0.13437088235294117	0.4447209541602053	0.9912185890564971
15	6	10	0.3291050277777778	0.15478081203930372	0.9912185890564971
15	7	10	0.07001234532828282	0.383315526490013	0.9912185890564971
15	8	10	0.014113107638888895	0.9020901216865085	0.9912185890564971
15	9	10	0.04456041666666666	0.6416113255581153	0.9912185890564971
15	10	10	0.05140426829268294	0.5585329587981325	0.9912185890564971
15	11	10	0.05684720588235294	0.4534695574378331	0.9912185890564971
15	12	10	-0.0014000476190475842	0.9898744172035918	0.9912185890564971
15	13	10	-0.06227536585365854	0.7124122891862461	0.9912185890564971
15	14	10	0.04784238095238095	0.5205618161881023	0.9912185890564971
15	15	10	0.003920427350427351	0.9525997784364459	0.9912185890564971
15	16	10	-0.0079598148148148	0.9330255027571097	0.9912185890564971
15	17	10	-0.0011086792452830202	0.9912185890564971	0.9912185890564971
15	18	10	0.025916421052631578	0.6746469880660668	0.9912185890564971
15	19	10	0.01958234042553192	0.8777161968828306	0.9912185890564971
15	20	10	0.11304879943502824	0.2355617805897947	0.9912185890564971
16	1	10	-0.054418181818181775	0.6403184346427593	0.9435669816684141
16	2	10	-0.12879316831683169	0.23881780377624517	0.9435669816684141
16	3	10	0.029004285714285715	0.8666240262131519	0.9435669816684141
16	4	10	0.000257999999999986	0.9977680326463982	0.9977680326463982
16	5	10	0.016221219512195108	0.8963886325849935	0.9435669816684141
16	6	10	-0.05337352941176471	0.6758191191723424	0.9435669816684141
16	7	10	-0.0333721875	0.8018651342840675	0.9435669816684141
16	8	10	-0.03650636815920396	0.7244971241998548	0.9435669816684141
16	9	10	-0.034776328125	0.7019831484084786	0.9435669816684141
16	10	10	-0.00956101851851851	0.881133661607457	0.9435669816684141
16	11	10	-0.05524380952380953	0.6368949064368103	0.9435669816684141
16	12	10	-0.09199451111111111	0.43264923272647726	0.9435669816684141
16	13	10	-0.017933964552238807	0.7866713648533699	0.9435669816684141
16	14	10	-0.2914017975040258	0.1682984474812006	0.9435669816684141
16	15	10	-0.027586913580246904	0.7393107476593257	0.9435669816684141
16	16	10	-0.048502230392156884	0.7234881255459782	0.9435669816684141
16	17	10	-0.20505535433070868	0.14075586207713808	0.9435669816684141
16	18	10	-0.18415721518987344	0.15402490628775833	0.9435669816684141
16	19	10	-0.04500617647058824	0.6625696789414894	0.9435669816684141
16	20	10	-0.13771615079365082	0.2651916795662377	0.9435669816684141
17	1	10	0.016037910447761195	0.8892489766496674	0.9954633073380679
17	2	10	-0.0005888571428571465	0.9954633073380679	0.9954633073380679
17	3	10	-0.010794081632653052	0.921239931092473	0.9954633073380679
17	4	10	-0.061136153846153854	0.6046251596311696	0.9954633073380679
17	5	10	0.052671600000000006	0.6406057473626849	0.9954633073380679
17	6	10	-0.0063720512820513164	0.9549744003043035	0.9954633073380679
17	7	10	0.060873043478260856	0.5632269373485181	0.9954633073380679
17	8	10	0.03777996124031009	0.768154736378994	0.9954633073380679
17	9	10	0.035333442622950836	0.6779666007649725	0.9954633073380679
17	10	10	-0.03273612903225807	0.5855880432369454	0.9954633073380679
17	11	10	-0.053922054924242444	0.6988919876277082	0.9954633073380679
17	12	10	0.06031789883268483	0.5870515901101814	0.9954633073380679
17	13	10	-0.003010116731517504	0.9670814266367969	0.9954633073380679
17	14	10	0.016561206896551717	0.8725040247408733	0.9954633073380679
17	15	10	-0.0611356	0.6390504856087376	0.9954633073380679
17	16	10	-0.001709993626513684	0.9937466075527783	0.9954633073380679
17	17	10	0.013389436936936939	0.9160341851915959	0.9954633073380679
17	18	10	0.015457595238095237	0.8610408167483834	0.9954633073380679
17	19	10	0.0018105714285714335	0.9846214248642935	0.9954633073380679
17	20	10	-0.04233521739130433	0.7308215946428978	0.9954633073380679
18	1	10	0.09282555555555554	0.3960867232978056	0.9923329764922091
18	2	10	0.04642760416666667	0.5954231635521774	0.9923329764922091
18	3	10	0.023572068965517244	0.8150649704452602	0.9923329764922091
18	4	10	0.047874090909090894	0.6486373817386522	0.9923329764922091
18	5	10	0.10472740296803655	0.5030264586089976	0.9923329764922091
18	6	10	-0.016083714285714278	0.8996476445830184	0.9923329764922091
18	7	10	0.004648000000000008	0.9574177135844446	0.9923329764922091
18	8	10	0.008922058823529408	0.9261186340590015	0.9923329764922091
18	9	10	0.060124885485651244	0.7111313417549194	0.9923329764922091
18	10	10	0.11088986046511626	0.5600723045521008	0.9923329764922091
18	11	10	-0.001282112676056346	0.9923329764922091	0.9923329764922091
18	12	10	0.017025018518518516	0.8534770922450678	0.9923329764922091
18	13	10	0.020050256410256418	0.8301408260257153	0.9923329764922091
18	14	10	0.01069019999999999	0.9201428183253342	0.9923329764922091
18	15	10	0.029424369747899148	0.7010459464873797	0.9923329764922091
18	16	10	0.04334097046413503	0.4489597891645567	0.9923329764922091
18	17	10	0.06664394736842105	0.47875118456522747	0.9923329764922091
18	18	10	-0.010514423076923064	0.9230575692581886	0.9923329764922091
18	19	10	-0.0028717647058823514	0.9795345651113645	0.9923329764922091
18	20	10	-0.0857104	0.5191612534746612	0.9923329764922091
19	1	10	0.009395952380952362	0.921775631207326	0.9994673182226059
19	2	10	-0.051535665374677006	0.46636181228648943	0.9994673182226059
19	3	10	-0.04911623529411765	0.5369864018100379	0.9994673182226059
19	4	10	-0.01380857142857141	0.8834980527120864	0.9994673182226059
19	5	10	6.515873015872365e-05	0.9994673182226059	0.9994673182226059
19	6	10	-0.005437804878048786	0.9608289428875569	0.9994673182226059
19	7	10	-0.11476532998783454	0.5739029988579956	0.9994673182226059
19	8	10	-0.05327302083333334	0.3712005869331838	0.9994673182226059
19	9	10	-0.020093518518518528	0.8610301427622782	0.9994673182226059
19	10	10	0.035116060606060595	0.6512088313275268	0.9994673182226059
19	11	10	-0.052978764044943824	0.43189946376568145	0.9994673182226059
19	12	10	0.01071133012820515	0.9252869638745569	0.9994673182226059
19	13	10	-0.15450700396825395	0.3146922985009426	0.9994673182226059
19	14	10	0.011481750000000018	0.911695088001768	0.9994673182226059
19	15	10	0.03173785714285714	0.8156947627439042	0.9994673182226059
19	16	10	-0.027359655172413795	0.7702442521149808	0.9994673182226059
19	17	10	-0.05338444444444447	0.657688032592995	0.9994673182226059
19	18	10	-0.033700219780219795	0.7105791485375457	0.9994673182226059
19	19	10	-0.036605000000000006	0.7941875449003539	0.9994673182226059
19	20	10	-0.01958575	0.8689112032903576	0.9994673182226059
20	1	10	0.008668623188405788	0.9353992219373171	0.9551321229803795
20	2	10	-0.051076574074074066	0.6057497491839048	0.9551321229803795
20	3	10	-0.030873877551020428	0.7559589716912969	0.9551321229803795
20	4	10	0.0037075999999999997	0.9551321229803795	0.9551321229803795
20	5	10	-0.04525716981132073	0.7718654390615747	0.9551321229803795
20	6	10	0.014966210045662098	0.8757882095478813	0.9551321229803795
20	7	10	0.044126296296296295	0.4671336358245579	0.9551321229803795
20	8	10	0.01877	0.8391003149120224	0.9551321229803795
20	9	10	-0.008855760869565224	0.9264304474697052	0.9551321229803795
20	10	10	-0.013788177083333315	0.9063211832539741	0.9551321229803795
20	11	10	-0.03606753350083752	0.8138681670572501	0.9551321229803795
20	12	10	-0.07316089068825911	0.573068188493393	0.9551321229803795
20	13	10	-0.01998876170411986	0.9252169314993899	0.9551321229803795
20	14	10	-0.04787336734693877	0.6773912160270465	0.9551321229803795
20	15	10	-0.057431818181818195	0.640514754093076	0.9551321229803795
20	16	10	0.017169078947368417	0.8780043489232041	0.9551321229803795
20	17	10	-0.11684975609756094	0.34949056700219483	0.9551321229803795
20	18	10	-0.025944444444444447	0.8039424553096806	0.9551321229803795
20	19	10	0.008744999999999985	0.9467359787215697	0.9551321229803795
